s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
0065.17242,4140,,NC,Toxicité aiguë catégorie 3 / orale,2016-06-20,2016-06-20,,En fonctionnement,4140,,NC,800.000,kg
0065.03328,4001,,A,Installations présentant un grand nombre de substances,2015-11-03,,2015-11-03,En fonctionnement,4001,,A,4.200,
0065.03543,2575,,D,Emploi de matières abrasives,2017-03-08,1997-01-10,2017-03-08,En fonctionnement,2575,#,D,0.000,kW
0065.08390,47xx,,NC,,,,2017-06-21,En fonctionnement,47xx,,NC,,
0065.01198,2575,,D,Emploi de matières abrasives,1814-11-23,2011-03-25,1988-08-29,En fonctionnement,2575,#,D,15.000,kW
0074.03939,47xx,,NC,,,2007-07-17,2016-11-29,En fonctionnement,47xx,,NC,,
0065.15189,2718,2,D,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2019-07-15,,2014-04-04,En fonctionnement,2718,2,D,0.900,t
0065.15189,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2019-07-15,,2014-04-04,En fonctionnement,2712,1,E,950.000,m2
0065.09651,1435,,NC,Stations service,2019-07-18,2019-07-18,2019-07-18,En fonctionnement,1435,,NC,175.000,m3
0065.09651,2760,2-b,A,Autres installations que celles mentionnées au a,2019-07-18,2019-07-18,2019-07-18,En fonctionnement,2760,2,A,120000.000,
0065.09651,47xx,,NC,,,2019-07-18,2019-07-18,En fonctionnement,47xx,,NC,,
0065.06361,2565,2-a,E,Traitement de surface,2013-05-16,2013-05-16,,En fonctionnement,2565,2-a,A,36500.000,L
0577.00126,2101,1-c,D,"Bovins (élevage, vente, transit,  etc)",2007-11-22,,,En fonctionnement,2101,1-c,D,250.000,u
0065.01167,4120,2,NC,Toxicité aiguë catégorie 2,2018-10-19,2015-06-01,2017-06-09,En fonctionnement,4120,2,NC,0.500,t
0065.00568,1435,1,E,Stations-service,2010-08-23,,2010-08-23,En fonctionnement,1435,1,A,10640.000,m3
0074.03837,1421,1,A,Remplissage d'aérosols inflammables,2019-07-09,1996-10-14,2019-07-09,En fonctionnement,1414,1,A,1097.000,
0074.02238,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2018-06-13,,2018-06-13,En fonctionnement,3642,2,A,850.000,t/j
0065.05518,2565,1-a,E,Cadmium,2013-12-13,2008-12-24,2013-12-13,En fonctionnement,2565,1-a,A,2300.000,L
0065.13760,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,1814-11-23,2009-07-24,2009-07-24,En fonctionnement,1434,1-b,D,0.000,m3/h
0065.07376,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2016-11-08,2003-10-21,2016-11-08,En fonctionnement,2260,2-b,D,450.000,kW
0065.01518,2910,A-2,D,Combustion,1814-11-23,2011-06-29,,En fonctionnement,2910,A-2,D,3.800,MW
0065.06529,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",1814-11-23,1983-04-18,2012-01-30,En fonctionnement,2515,2,D,0.000,kW
0065.15212,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2013-11-19,2015-10-22,2013-11-19,En fonctionnement,2925,#,D,300.000,kW
0065.00348,4110,1,NC,Toxicité aiguë catégorie 1,2016-11-09,2009-12-15,2016-11-09,En fonctionnement,4110,1,NC,199.000,kg
0065.05940,3550,,A,stockage temporaire de déchets,2020-09-18,2017-12-14,,En fonctionnement,3550,,A,110.000,t
0065.00348,4110,2,NC,Toxicité aiguë catégorie 1,2016-11-09,2009-12-15,2016-11-09,En fonctionnement,4110,2,NC,49.000,kg
0065.05994,1185,2-b,D,Quantité susceptible d'être présente,2020-09-07,1998-05-13,2017-01-13,En fonctionnement,1185,2-b,D,585.000,kg
0065.00348,4120,1,NC,Toxicité aiguë catégorie 2,2016-11-09,,2016-11-09,En fonctionnement,4120,1,NC,4.900,t
0065.00348,4120,2,NC,Toxicité aiguë catégorie 2,2016-11-09,,2016-11-09,En fonctionnement,4120,2,NC,0.900,t
0065.00348,4130,1,NC,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2016-11-09,,2016-11-09,En fonctionnement,4130,1,NC,4.900,t
0065.00348,4130,2,NC,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2016-11-09,,2016-11-09,En fonctionnement,4130,2,NC,0.900,t
0065.00348,4140,1,NC,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2016-11-09,,2016-11-09,En fonctionnement,4140,1,NC,4.900,t
0065.00348,4140,2,NC,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2016-11-09,,2016-11-09,En fonctionnement,4140,2,NC,0.900,t
0065.00348,4150,,NC,Toxicité spécifique pour certains organes cibles,2016-11-09,,2016-11-09,En fonctionnement,4150,,NC,4.900,t
0065.00348,4330,,NC,Liquides inflammables de catégorie 1,2016-11-09,,2016-11-09,En fonctionnement,4330,,NC,0.900,t
0065.06568,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2018-05-31,2018-05-31,,En fonctionnement,2517,1,A,77035.000,m2
0065.00348,4331,,NC,Liquides inflammables de catégorie 2 ou catégorie 3,2016-11-09,,2016-11-09,En fonctionnement,4331,,NC,1.000,t
0065.00348,4510,,NC,Dangereux pour l’environnement aquatique 1,2016-11-09,,2016-11-09,En fonctionnement,4510,,NC,5.000,t
0065.06903,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),1999-09-03,1999-09-03,,En fonctionnement,2517,1,A,176000.000,m3
0065.00348,47xx,,NC,,,2009-12-15,2016-11-09,En fonctionnement,47xx,,NC,,
0065.00348,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-11-09,,2016-11-09,En fonctionnement,4511,,NC,5.000,t
0065.20086,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2016-12-25,2017-05-30,,En fonctionnement,2517,3,D,5500.000,m2
0065.18814,2517,,NC,Station de transit de produits minéraux autres,2016-02-09,2016-02-09,2016-02-09,En fonctionnement,2517,,NC,4650.000,m2
0065.10432,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2016-09-08,2016-09-08,,En fonctionnement,2925,#,D,7.680,kW
0074.03912,2517,,NC,Station de transit de produits minéraux autres,2016-04-15,2016-04-15,2016-04-15,En fonctionnement,2517,,NC,190.000,m2
0074.02284,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2003-10-22,2003-10-22,2003-10-22,En fonctionnement,2517,2,D,24000.000,m3
0065.08983,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2019-06-25,,2019-06-25,En fonctionnement,2718,1,A,330.000,t
0065.08983,2790,,A,Traitement de déchets dangereux,2019-06-25,,2019-06-25,En fonctionnement,2790,,A,1.000,
0065.06164,3460,,A,Fabrication d’explosifs,2017-01-31,2015-05-27,2017-01-31,En fonctionnement,3460,,A,8.000,
0065.05094,47xx,,NC,,,2017-06-13,2020-09-14,En fonctionnement,47xx,,NC,,
0065.01796,3230,b,A,opérations de forgeage,1999-12-23,1999-12-23,1999-12-23,En fonctionnement,2560,1,A,693.400,kW
0065.08983,2795,1,A,"Lavage de fûts, conteneurs,... de substances ou mélanges ou de déchets dangereux",2019-06-25,,2019-06-25,En fonctionnement,2795,1,A,40.000,M3/J
0065.08983,3550,,A,stockage temporaire de déchets,2019-06-25,2014-03-10,2019-06-25,En fonctionnement,3550,,A,330.000,t
0065.08983,2910,A-2,D,Combustion,2019-06-25,,2019-06-25,En fonctionnement,2910,A-2,D,1.395,MW
0074.03912,3550,,A,stockage temporaire de déchets,2016-04-15,,2016-04-15,En fonctionnement,3550,,A,767.000,t
0074.02278,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2016-05-31,,2007-07-13,En fonctionnement,2925,#,D,84.000,kW
0065.07578,2910,A-2,D,Combustion,2020-01-02,2001-10-26,2020-01-02,En fonctionnement,2910,A-2,D,1.900,MW
0065.08390,4440,1,A,"Solides comburants catégorie 1,2 ou 3",2017-06-21,,2017-06-21,En fonctionnement,4440,1,A,70.000,t
0065.20644,2565,2-a,E,Traitement de surface,2018-09-03,2018-01-08,2018-09-03,En fonctionnement,2565,2-a,A,9700.000,l
0065.03465,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2017-03-14,2017-03-14,2017-03-14,En fonctionnement,2921,a,E,67936.000,kW
0065.03465,47xx,,NC,,,2017-03-14,2017-03-14,En fonctionnement,47xx,,NC,,
0065.03465,4511,,NC,Dangereux pour l’environnement aquatique 2,2017-03-14,2017-03-14,2017-03-14,En fonctionnement,4511,,NC,89.000,t
0065.07156,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2017-06-15,2001-02-20,2017-06-15,En fonctionnement,2925,#,D,189.000,kW
0065.06146,2713,,NC,"Transit, regroupement ou tri de métaux ou de déchets de métaux non dangereux",2016-11-08,1814-11-23,1996-10-08,En fonctionnement,2713,#,NC,49.000,m2
0074.04496,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2018-05-30,1997-04-04,,En fonctionnement,2925,#,D,10.000,kW
0065.08110,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2017-09-07,2002-07-17,2017-09-07,En fonctionnement,2718,1,A,30.000,t
0065.06146,2771,,A,Traitement thermique de déchets non dangereux,2016-11-08,,,En fonctionnement,2771,#,A,170000.000,
0074.04875,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),1994-04-26,1994-04-26,2014-01-03,En fonctionnement,2718,1,A,76.000,t
0065.01839,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2017-09-08,2017-09-30,,En fonctionnement,2925,#,D,340.000,kW
0065.19783,2760,3,E,Installation de stockage de déchets inertes,2016-07-12,2016-07-12,,En fonctionnement,2760,3,E,2517558.000,
0065.05771,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2016-02-10,,,En fonctionnement,2712,1-b,E,400.000,m2
0074.06275,1173,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TOXIQUES (STOCKAGE ET EMPLOI),2010-10-28,,2010-10-28,En fonctionnement,1173,#,NC,1.000,t
0074.06275,1220,#,NC,Oxygène (emploi et stockage),2010-10-28,,2010-10-28,En fonctionnement,1220,#,NC,2.000,t
0065.06111,2565,2-a,E,Traitement de surface,2014-12-05,2010-03-17,2014-12-05,En fonctionnement,2565,2-a,A,8360.000,L
0065.03800,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2017-09-01,2006-10-11,2017-09-01,En fonctionnement,2921,b,D,1396.000,kW
0065.03800,2330,2,D,"TEINTURES, APPRET, ENDUCTION,ETC DE TEXTILES",2017-09-01,2003-01-27,2017-09-01,En fonctionnement,2330,2,D,0.060,t/j
0065.11935,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",2007-04-10,2007-04-10,2007-04-10,En fonctionnement,2560,2,D,242.000,kW
0065.00230,2565,2-a,E,Traitement de surface,2015-03-19,2015-03-19,2015-03-19,En fonctionnement,2565,2-a,A,8222.000,l
0065.07208,1435,,NC,Stations service,2011-08-19,1814-11-23,1999-11-03,En fonctionnement,1435,#,NC,250.000,m3
0074.06275,1530,,NC,"Dépôts de papiers, cartons ou analogues",2010-10-28,,2010-10-28,En fonctionnement,1530,#,NC,300.000,m3
0593.00013,2221,1,E,Supérieure à 4t/j,2010-10-04,,,En fonctionnement,2221,B-1,E,2.000,t/j
0074.06275,2910,A,NC,Combustion,2010-10-28,,2010-10-28,En fonctionnement,2910,A,NC,2.118,MW
0065.07390,1611,#,NC,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2019-06-07,,2019-06-07,En fonctionnement,1611,#,NC,15.800,
0074.03295,1435,2,D,Stations-service,1814-11-23,2010-04-15,,En fonctionnement,1435,2.,D,10000.000,m3
0065.05130,2910,A-1,E,Combustion,2020-01-14,2004-05-24,2020-01-14,En fonctionnement,2910,A-1,E,30.000,MW
0065.05130,47xx,,NC,,,,2020-01-14,En fonctionnement,47xx,,NC,,
0065.05130,47xx,,NC,,,,2020-01-14,En fonctionnement,47xx,,NC,,
0065.07340,2910,A-2,D,Combustion,2003-03-18,2003-03-18,,En fonctionnement,2910,A-2,D,7.850,MW
0065.07208,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2011-08-19,1999-11-03,1999-11-03,En fonctionnement,2517,2,D,18000.000,m3
0065.06782,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2017-06-16,,,En fonctionnement,2717,,A,48.600,
0065.12207,2510,1,A,Carrières (exploitation de),2007-09-19,2007-09-19,2007-09-19,En fonctionnement,2510,1,A,150000.000,t/an
0065.04600,2510,1,A,Carrières (exploitation de),1999-07-06,1999-07-06,,En fonctionnement,2510,1,A,300.000,t/an
0065.12480,2710,1-b,D,collecte de déchets dangereux-DC,2016-12-07,2013-03-29,2016-12-07,En fonctionnement,2710,1-b,D,6.814,t
0065.01973,2760,2-b,A,Autres installations que celles mentionnées au a,2011-08-02,2011-08-02,,En fonctionnement,2760,2,A,100000.000,
0065.06294,3410,e,A,hydrocarbures phosphorés,2020-08-05,,2020-08-05,En fonctionnement,3410,e,A,0.000,
0065.06294,3410,j,A,colorants et pigments,2020-08-05,,2020-08-05,En fonctionnement,3410,j,A,0.000,
0065.05955,2710,1-a,A,collecte de déchets dangereux-A,1814-11-23,2011-08-26,2003-07-22,En fonctionnement,2710,1,A,3600.000,m2
0065.06294,4140,2-b,D,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2020-08-05,2015-07-31,2020-08-05,En fonctionnement,4140,2-b,D,5.000,t
0065.03333,2575,,D,Emploi de matières abrasives,2009-08-25,2009-08-25,2009-08-25,En fonctionnement,2575,#,D,101.000,kW
0065.09366,2910,A,NC,Combustion,2016-12-16,2016-01-22,2016-12-16,En fonctionnement,2910,A,NC,0.500,MW
0074.03826,2791,2,D,Déchets non dangereux (traitement),1814-11-23,2007-04-02,1979-01-09,En fonctionnement,2791,2,D,0.000,t/j
0065.06329,4120,1-b,D,Toxicité aiguë catégorie 2,2020-06-05,1999-12-15,2020-06-05,En fonctionnement,4120,1-b,D,5.000,t
0065.06906,2791,2,D,Déchets non dangereux (traitement),2011-12-05,,,En fonctionnement,2791,2,D,3.000,t/j
0065.06329,1158,B-2,D,Diisocyanate de diphénylméthane (MDI),2020-06-05,1999-12-15,2020-06-05,En fonctionnement,1158,B-2,D,5.000,t
0065.06682,2791,1,A,Déchets non dangereux (traitement),2014-02-11,2003-02-14,,En fonctionnement,2791,1,A,250.000,t/j
0065.06329,1450,2,D,Solides inflammables,2020-06-05,1999-12-15,2020-06-05,En fonctionnement,1450,2,D,950.000,kg
0065.06329,4110,1-b,D,Toxicité aiguë catégorie 1,2020-06-05,1999-12-15,2020-06-05,En fonctionnement,4110,1-b,D,0.950,kg
0065.06329,1185,1-a,A,Quantité susceptible d'être présente,2020-06-05,1999-12-15,2020-06-05,En fonctionnement,1185,1-a,A,0.000,L
0065.06329,4321,,NC,Aérosols extrêmement inflammables ou inflammables,2020-06-05,1999-12-15,2020-06-05,En fonctionnement,4321,,NC,2.000,t
0065.06329,4440,,NC,"Solides comburants catégorie 1, 2 ou 3.",2020-06-05,1999-12-15,2020-06-05,En fonctionnement,4440,,NC,1.950,t
0065.06329,4120,2-a,A,Toxicité aiguë catégorie 2,2020-06-05,1999-12-15,2020-06-05,En fonctionnement,4120,2-a,A,40.000,t
0065.06329,1433,A-a,A,LIQUIDES INFLAMMABLES (MELANGE OU EMPLOI),2020-06-05,1999-12-15,2020-06-05,En fonctionnement,1433,A-a,A,68.000,t
0065.06329,4140,1-b,D,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2020-06-05,1999-12-15,2020-06-05,En fonctionnement,4140,1-b,D,5.000,t
0065.06329,1436,2,D,Liquides combustibles de point éclair compris entre 60° C et 93° C (stockage ou emploi de),2020-06-05,1999-12-15,2020-06-05,En fonctionnement,1436,2,D,300.000,t
0065.06329,1434,2,A,Liquides inflammables (remplissage ou distribution) autres que 1435,2020-06-05,1999-12-15,2020-06-05,En fonctionnement,1434,2,A,400.000,
0074.04161,1185,2-a,D,Quantité susceptible d'être présente,1996-02-23,1996-02-23,1996-02-23,En fonctionnement,4802,2-a,D,1770.000,kg
0065.00081,47xx,,NC,,,1974-10-11,2016-11-15,En fonctionnement,47xx,,NC,,
0065.00629,2910,A-2,D,Combustion,2019-12-19,2020-06-15,2019-12-19,En fonctionnement,2910,A-2,D,1.500,MW
0065.06111,2565,1-a,E,Cadmium,2014-12-05,2010-03-17,2014-12-05,En fonctionnement,2565,1-a,A,470.000,L
0065.06473,2910,A-1,E,Combustion,1814-11-23,1999-10-29,1999-10-29,En fonctionnement,2910,A-1,A,31.000,MW
0065.11820,4331,1,A,Liquides inflammables de catégorie 2 ou catégorie 3,2017-03-06,2017-03-06,2017-03-06,En fonctionnement,4331,1,A,2400.000,t
0065.06294,4620,,NC,"Substances et mélanges qui, au contact de l’eau, dégagent des gaz inflammables, catégorie 1.",2020-08-05,2015-07-31,2020-08-05,En fonctionnement,4620,,NC,9.990,t
0065.06294,3410,g,A,dérivés organométalliques,2020-08-05,,2020-08-05,En fonctionnement,3410,g,A,0.000,
0065.06294,3410,a,A,hydrocarbures simples ,2020-08-05,,2020-08-05,En fonctionnement,3410,a,A,0.000,
0065.06294,3410,k,A,	tensioactifs et agents de surface,2020-08-05,,2020-08-05,En fonctionnement,3410,k,A,0.000,
0065.06294,47xx,,NC,,,2015-07-31,2020-08-05,En fonctionnement,47xx,,NC,,
0065.06294,4130,3-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2020-08-05,2015-07-31,2020-08-05,En fonctionnement,4130,3-b,D,1.000,t
0065.06294,3410,d,A,hydrocarbures azotés,2020-08-05,,2020-08-05,En fonctionnement,3410,d,A,0.000,
0074.06572,2910,A-2,D,Combustion,2018-04-13,,1988-12-15,En fonctionnement,2910,A-2,D,4.800,MW
0074.06572,2910,A-2,D,Combustion,2018-04-13,,,En fonctionnement,2910,A-2,D,2.237,MW
0065.08757,2910,,NC,Installation de combustion,2002-07-11,2002-07-11,,En fonctionnement,2910,#,NC,1.700,MW
0074.06572,2910,A,NC,Combustion,2018-04-13,,,En fonctionnement,2910,A,NC,1.232,MW
0074.06572,2910,A,NC,Combustion,2018-04-13,,,En fonctionnement,2910,A,NC,0.781,MW
0065.06294,4130,1-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2020-08-05,2015-07-31,2020-08-05,En fonctionnement,4130,1-b,D,7.000,t
0074.08313,1185,2-a,D,Quantité susceptible d'être présente,2009-04-14,2014-03-03,2009-04-14,En fonctionnement,4802,2-a,D,10400.000,kg
0065.06294,4120,1-b,D,Toxicité aiguë catégorie 2,2020-08-05,2015-07-31,2020-08-05,En fonctionnement,4120,1-b,D,5.000,t
0065.05094,4130,3-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2020-09-14,2017-06-13,2020-09-14,En fonctionnement,4130,3-b,D,1.900,t
0065.05094,47xx,,NC,,,2017-06-13,2020-09-14,En fonctionnement,47xx,,NC,,
0065.02851,1185,2,NC,,2018-03-07,2011-01-21,2018-03-07,En fonctionnement,4802,2,NC,102.400,t
0065.05094,47xx,,NC,,,2017-06-13,2020-09-14,En fonctionnement,47xx,,NC,,
0065.05094,3410,a,A,hydrocarbures simples ,2020-09-14,2014-08-13,2020-09-14,En fonctionnement,3410,a,A,0.000,
0065.05094,3410,g,A,dérivés organométalliques,2020-09-14,2014-08-13,2020-09-14,En fonctionnement,3410,g,A,0.000,
0065.05094,3410,j,A,colorants et pigments,2020-09-14,2014-08-13,2020-09-14,En fonctionnement,3410,j,A,0.000,
0065.05094,3410,e,A,hydrocarbures phosphorés,2020-09-14,2014-08-13,2020-09-14,En fonctionnement,3410,e,A,0.000,
0065.03111,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2013-07-13,2005-07-06,2013-07-13,En fonctionnement,2515,1,A,487.200,kW
0065.05094,3410,c,A,hydrocarbures sulfurés,2020-09-14,2014-08-13,2020-09-14,En fonctionnement,3410,c,A,0.000,
0065.05094,1185,2-a,D,Quantité susceptible d'être présente,2020-09-14,2017-06-13,2020-09-14,En fonctionnement,4802,2-a,D,1456.000,kg
0065.05094,4610,2,D,Substances ou mélanges auxquels est attribuée la mention de danger EUH014,2020-09-14,2017-06-13,2020-09-14,En fonctionnement,4610,2,D,24.900,t
0065.05094,4140,1,NC,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2020-09-14,2017-06-13,2020-09-14,En fonctionnement,4140,1,NC,4.990,t
0065.04001,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2016-09-28,2014-05-16,2016-09-28,En fonctionnement,2260,2-b,D,390.000,kW
0065.00348,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2016-11-09,2009-12-15,2016-11-09,En fonctionnement,2260,2-b,D,320.000,kW
0065.06353,2565,1-b,E,"Cyanures, volume des cuves supérieur à 200 l",2019-11-18,,2019-11-18,En fonctionnement,2565,1-b,E,1400.000,l
0065.06873,2910,A-2,D,Combustion,2001-02-12,2001-02-12,,En fonctionnement,2910,A-2,D,4.514,MW
0065.07036,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2016-05-18,2008-07-11,2016-05-18,En fonctionnement,2925,#,D,11.140,kW
0065.01518,2714,2,D,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",1814-11-23,2011-06-29,,En fonctionnement,2714,2,D,500.000,m3
0065.03273,2714,2,D,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2004-10-25,2004-10-25,1995-06-08,En fonctionnement,2714,2,D,150.000,m3
0065.03572,2910,A-2,D,Combustion,1814-11-23,2000-03-20,,En fonctionnement,2910,A-2,D,19.600,MW
0065.06353,4130,,NC,Toxicité aiguë catégorie 3 / inhalation.,2019-11-18,,2019-11-18,En fonctionnement,4130,,NC,0.053,t
0065.06353,4510,,NC,Dangereux pour l’environnement aquatique 1,2019-11-18,,2019-11-18,En fonctionnement,4510,,NC,0.510,t
0065.06353,4001,,A,Installations présentant un grand nombre de substances,2019-11-18,,2019-11-18,En fonctionnement,4001,,A,0.000,
0065.03465,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2017-03-14,2017-03-14,2017-03-14,En fonctionnement,195,#,unknown,57.000,
0065.03918,2930,,NC,Ateliers de réparation et d'entretien de véhicules à moteurs,1981-06-18,1981-11-18,1981-06-18,En fonctionnement,68,#,NC,1.000,m2
