,Unnamed: 0,s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
29113,121434,0055.15952,2340,1,E,"Blanchisseries, laveries de linge",2017-11-16,1814-11-23,1814-12-08,En fonctionnement,2340,1,E,6.500,t/j
29115,121438,0055.03450,1532,2-b,D,Stockage bois déclaré,2019-08-01,1990-02-14,1998-03-11,En fonctionnement,1530,2,D,2354.000,m3
29116,121440,0055.03450,2410,1,E,Supérieur à 250 kW,2019-08-01,1998-03-11,1998-03-11,En fonctionnement,2410,1,A,1667.590,kW
29120,121454,0055.07357,2710,1,NC,Installations de collecte de déchets,2020-10-05,,2020-10-05,En fonctionnement,2710,1,NC,0.900,t
29121,121455,0055.07357,4310,,NC,Gaz inflammables catégorie 1 et 2.,2020-10-05,2017-12-04,2020-10-05,En fonctionnement,4310,,NC,0.280,t
29123,121464,0055.07357,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2020-10-05,2006-05-02,2020-10-05,En fonctionnement,2718,1,A,73.000,t
29124,121466,0055.07357,2711,2,D,"Transit, regroupement, tri, ...équipements électriques mis au rebut",2020-10-05,,2020-10-05,En fonctionnement,2711,2,D,500.000,m3
29125,121467,0055.07357,2710,2,NC,Installations de collecte de déchets,2020-10-05,,2020-10-05,En fonctionnement,2710,2,NC,90.000,m3
29126,121470,0055.07357,2517,,NC,Station de transit de produits minéraux autres,2020-10-05,2017-12-04,2020-10-05,En fonctionnement,2517,,NC,1880.000,m2
29127,121472,0055.07357,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2020-10-05,2006-05-02,2020-10-05,En fonctionnement,2714,1,E,10720.000,m3
29128,121473,0055.07357,2719,#,D,Installation temporaire de transit de déchets issus de pollutions accidentelles marines ou fluviales ou de catastrophes naturelles,2020-10-05,,2020-10-05,En fonctionnement,2719,#,D,1800.000,m3
29130,121478,0055.07357,3550,,A,stockage temporaire de déchets,2020-10-05,2020-10-05,2020-10-05,En fonctionnement,3550,,A,73.000,t
29133,121486,0055.21874,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2020-11-09,,2020-11-09,En fonctionnement,3660,a,A,64100.000,u
29152,121521,0055.02091,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1814-11-23,1992-04-03,,En fonctionnement,2925,#,D,50.000,kW
29157,121534,0055.00732,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2008-08-20,2008-08-20,,En fonctionnement,1530,2,D,1415.000,m3
29164,121548,0055.03739,1532,2-b,D,Stockage bois déclaré,2019-08-14,2011-06-28,2012-10-26,En fonctionnement,1532,2,D,20000.000,m3
29203,121792,0055.18850,2150,1-a,A,Supérieure à 150 kg/j,1976-11-30,,1976-11-30,En fonctionnement,58,10,A,1.000,
29205,121800,0055.00363,4511,,NC,Dangereux pour l’environnement aquatique 2,2017-10-10,,2017-10-10,En fonctionnement,4511,,NC,99.000,t
29206,121806,0055.02091,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,1814-11-23,2005-09-20,,En fonctionnement,2921,2,D,0.000,
29214,121852,0522.02443,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2104.000,u éq.
29225,121888,0522.03244,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2432.000,u éq.
29235,121939,0522.06359,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2437.000,u éq.
29239,121945,0055.04198,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,2005-02-07,2005-02-07,,En fonctionnement,1434,1-b,D,1.400,m3/h
29243,121965,0529.01221,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1062.000,u éq.
29247,121992,0529.03724,2170,2,D,Engrais et supports de culture (fabrication) à partir de matières organiques,2009-02-17,,,En fonctionnement,2170,2,D,2.750,t/j
29248,121998,0055.09517,2510,1,A,Carrières (exploitation de),2002-07-23,2002-07-23,2002-07-23,En fonctionnement,2510,1,A,100000.000,t/an
29262,122041,0055.15952,4422,2,D,Peroxydes organiques type E ou type F,2017-11-16,2017-11-16,,En fonctionnement,4422,2,D,1.250,t
29264,122049,0529.03427,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2192.000,u éq.
29281,122103,0529.03463,2221,1,E,Supérieure à 4t/j,2016-11-15,,,En fonctionnement,2221,B-1,E,65.000,t/j
29296,122142,0535.00234,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-10-21,,2013-10-21,En fonctionnement,3660,a,A,45845.000,u
29297,122147,0055.16870,2710,1-a,A,collecte de déchets dangereux-A,2014-01-15,2010-07-26,2014-01-15,En fonctionnement,2710,1-a,A,34.500,t
29298,122150,0055.16195,2710,2-a,E,collecte de déchets non dangereux-E,2012-03-26,2010-05-03,2012-03-26,En fonctionnement,2710,2-a,E,1552.000,m3
29315,122231,0055.01452,2713,2,D,Métaux et déchets de métaux (transit),2013-02-27,2013-02-27,2013-02-27,En fonctionnement,2713,2,D,400.000,m2
29317,122233,0055.05250,2710,1,NC,Installations de collecte de déchets,2013-03-21,2013-03-21,,En fonctionnement,2710,1,NC,0.999,t
29318,122236,0055.05250,2716,2,D,déchets non dangereux non inertes (transit),2013-03-21,2013-03-21,,En fonctionnement,2716,2,D,550.000,m3
29328,122311,0055.00363,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2017-10-10,,2017-10-10,En fonctionnement,3642,2,A,850.000,t/j
29368,122428,0522.02731,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2017-02-08,,2014-05-22,En fonctionnement,2102,2-a,E,1524.000,u éq.
29372,122433,0529.01401,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1640.000,u éq.
29373,122435,0535.01468,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2540.000,u éq.
29381,122443,0556.01212,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2354.000,u éq.
29384,122447,0055.02929,2516,2,D,Produits minéraux pulvérulents non ensachés (transit),2013-11-12,,2013-11-12,En fonctionnement,2516,2,D,5000.000,m3
29385,122448,0055.02929,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2013-11-12,,2013-11-12,En fonctionnement,2517,1,E,20000.000,m2
29392,122474,0556.03580,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2197.000,u éq.
29416,122545,0556.01104,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2019-01-18,,2019-01-18,En fonctionnement,2111,1,A,120960.000,u
29425,122608,0100.03945,2175,,D,Dépôts d'engrais liquides,2007-11-19,2007-11-19,2007-11-19,En fonctionnement,2175,2,D,120.000,m3
29427,122611,0100.10659,2910,A,NC,Combustion,2019-06-03,,,En fonctionnement,2910,A,NC,0.815,MW
29458,122763,0100.03945,1434,,NC,Installations de remplissage ou de distribution de liquides inflammables,2007-11-19,2007-11-19,2007-11-19,En fonctionnement,1434,#,NC,0.900,m3/h
29459,122764,0100.11487,2220,,NC,Préparation de produits alimentaires d'origine végétale,2014-07-23,2014-07-23,2014-07-23,En fonctionnement,2220,,NC,2.000,
29486,122834,0522.15728,2120,3,D,Chiens (élevage),2011-05-27,,1814-11-23,En fonctionnement,2120,2,D,20.000,u
29493,122859,0556.01447,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2017-05-04,,,En fonctionnement,2102,2-a,E,2227.000,u éq.
29504,122925,0100.00164,2910,A-2,D,Combustion,1814-11-23,2006-03-20,,En fonctionnement,2910,A-2,D,4.700,MW
29511,122944,0100.00164,2714,2,D,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",1814-11-23,2011-06-15,2011-06-15,En fonctionnement,2714,2,D,400.000,m3
29526,122986,0100.14592,2781,1-b,E,Installations de méthanisation de déchets non dangereux,2020-10-20,,2020-10-20,En fonctionnement,2781,1-b,E,77.300,t/j
29532,123004,0100.11487,1185,2-a,D,Quantité susceptible d'être présente,2014-07-23,2014-07-23,2014-07-23,En fonctionnement,1185,2-a,D,400.000,kg
29542,123050,0100.12918,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2015-12-10,,,En fonctionnement,2712,1-b,E,1150.000,m2
29563,123103,0100.11775,2980,1,A,Eoliennes de + de 50 m,2016-10-24,2009-12-02,2013-01-04,En fonctionnement,2980,1,A,50.000,MW
29578,123203,0100.07644,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2018-01-09,2007-08-07,2018-01-09,En fonctionnement,2925,#,D,135.000,kW
29580,123224,0100.10659,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2019-06-03,1814-11-23,,En fonctionnement,2925,#,D,10.000,kW
29586,123264,0522.01615,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,858.000,u éq.
29598,123316,0100.07644,2663,1-a,E,Stockage de pneumatiques alvéolaires ou expansés,2018-01-09,2007-08-07,2018-01-09,En fonctionnement,2663,1-b,E,7200.000,m3
29599,123317,0100.07644,2663,1-a,E,Stockage de pneumatiques alvéolaires ou expansés,2018-01-09,2007-08-07,2018-01-09,En fonctionnement,2663,1-b,E,43800.000,m3
29604,123340,0100.07644,1510,2-b,E,Entrepot enregistré,2018-01-09,,2018-01-09,En fonctionnement,1510,2,E,174000.000,m3
29631,123407,0529.00934,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1154.000,u éq.
29635,123421,0100.07644,1530,1,E,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2018-01-09,,2018-01-09,En fonctionnement,1530,2,E,43800.000,m3
29646,123454,0100.07644,1532,,NC,Stockage de bois ou de matériaux analogues,2018-01-09,,2018-01-09,En fonctionnement,1532,,NC,900.000,m3
29692,123661,0100.03945,1418,#,NC,Acétylène (stockage ou emploi),2007-11-19,2007-11-19,2007-11-19,En fonctionnement,1418,#,NC,15.000,kg
29705,123698,0100.04467,1510,2-b,E,Entrepot enregistré,2015-01-12,2015-01-12,2015-01-12,En fonctionnement,1510,2,E,75000.000,m3
29706,123700,0535.03141,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2023.000,u éq.
29712,123718,0055.03513,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2013-11-18,2010-05-26,2013-11-18,En fonctionnement,2517,1,E,14000.000,m2
29716,123725,0100.03945,1331,#,NC,"ENGRAIS SIMPLES SOLIDES...BASE NITRATES ,ENGRAIS COMPOSES(STOCKAGE)",2007-11-19,2007-11-19,2007-11-19,En fonctionnement,1331,#,NC,400.000,t
29723,123764,0522.04694,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-07-24,,,En fonctionnement,2102,2-a,E,989.000,u éq.
29752,123858,0100.03594,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2014-07-21,,,En fonctionnement,2517,3,D,5500.000,m2
29753,123859,0100.03594,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2014-07-21,,,En fonctionnement,2515,1-c,D,80.000,kW
29754,123865,0100.11487,1131,2-c,D,Toxiques (emploi ou stockage),2014-07-23,2014-07-23,2014-07-23,En fonctionnement,1131,2-c,D,1.571,t
29755,123866,0100.11487,2910,A-2,D,Combustion,2014-07-23,2014-07-23,2014-07-23,En fonctionnement,2910,A-2,D,4.500,MW
29756,123867,0100.11487,2260,1-a,E,Supérieure à 500 kW,2014-07-23,2014-07-23,2014-07-23,En fonctionnement,2260,2-a,A,811.700,kW
29757,123870,0100.11487,1111,2,NC,Très toxiques (emploi ou stockage),2014-07-23,2014-07-23,2014-07-23,En fonctionnement,1111,2,NC,50.000,
29758,123871,0100.11487,1131,1,NC,Toxiques (emploi ou stockage),2014-07-23,2014-07-23,2014-07-23,En fonctionnement,1131,1,NC,1.775,
29759,123872,0100.11487,1131,3,NC,Toxiques (emploi ou stockage),2014-07-23,2014-07-23,2014-07-23,En fonctionnement,1131,3,NC,1.500,
29760,123874,0100.11487,1132,B-2,NC,Toxiques à effet grave pour la santé en cas d'exposition prolongé,2014-07-23,2014-07-23,2014-07-23,En fonctionnement,1132,B-2,NC,0.200,
29761,123876,0100.11487,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2014-07-23,2014-07-23,2014-07-23,En fonctionnement,2925,#,D,52.000,kW
29764,123908,0055.00732,1432,2-b,D,Liquides inflammables (stockage),2008-08-20,2008-08-20,,En fonctionnement,1432,2-b,D,64.140,m3
29773,123970,0100.03945,1432,2-b,D,Liquides inflammables (stockage),2007-11-19,2007-11-19,2007-11-19,En fonctionnement,1432,2-b,D,12.500,m3
29794,124061,0100.00777,2661,1-b,E,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2016-05-31,2016-05-31,,En fonctionnement,2661,1-b,E,30.000,t/j
29802,124112,0545.00323,1412,#,NC,Gaz inflammables liquéfiés (stockage),2013-04-03,,2015-09-07,En fonctionnement,1412,#,NC,3.400,
29840,124256,0100.03945,2910,A-2,D,Combustion,2007-11-19,2007-11-19,2007-11-19,En fonctionnement,2910,A-2,D,6.200,MW
29843,124267,0100.11487,1450,2,D,Solides inflammables,2014-07-23,,2014-07-23,En fonctionnement,1450,2-b,D,0.337,t
29845,124272,0545.00279,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2015-09-07,,2015-09-07,En fonctionnement,2111,1,A,222000.000,u éq.
29864,124362,0100.07905,47xx,,NC,,,2007-04-06,2016-06-16,En fonctionnement,47xx,,NC,,
29891,124427,0538.00628,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2017-01-19,,2011-06-21,En fonctionnement,2260,2-b,D,330.000,kW
29903,124466,0100.01145,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2018-05-18,2001-06-19,2008-02-11,En fonctionnement,2921,b,D,2500.000,kW
29917,124545,0100.07905,1434,,NC,Installations de remplissage ou de distribution de liquides inflammables,2016-06-16,2007-04-06,2016-06-16,En fonctionnement,1434,#,NC,4.990,m3/h
29919,124581,0058.02223,47xx,,NC,,,2016-03-17,2018-11-09,En fonctionnement,47xx,,NC,,
29948,124680,0058.00577,2661,2,NC,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2016-05-30,2015-06-03,2016-05-30,En fonctionnement,2661,2,NC,0.752,t/j
29952,124706,0058.02016,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-09-19,2016-09-19,2016-09-19,En fonctionnement,4511,,NC,90.000,t
29953,124708,0058.02016,47xx,,NC,,,,2016-09-19,En fonctionnement,47xx,,NC,,
29956,124713,0058.02016,4331,2,E,Liquides inflammables de catégorie 2 ou catégorie 3,2016-09-19,2016-09-19,2016-09-19,En fonctionnement,4331,2,E,125.000,t
29957,124717,0058.02098,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-09-28,2016-09-28,2016-09-28,En fonctionnement,4511,,NC,95.000,t
29973,124744,0100.01316,1435,,NC,Stations service,2017-07-12,,,En fonctionnement,1435,,NC,0.200,m3
29974,124745,0053.00699,47xx,,NC,,,2007-01-17,2016-08-10,En fonctionnement,47xx,,NC,,
29979,124756,0100.01145,2445,1,A,"Transformation du papier, carton",2018-05-18,2001-06-19,2008-02-11,En fonctionnement,2445,1,A,300.000,t/j
29980,124757,0100.01145,1435,,NC,Stations service,2018-05-18,,,En fonctionnement,1435,,NC,22.000,m3
30010,124845,0100.01145,2910,A-1,E,Combustion,2018-05-18,2001-06-19,2008-02-11,En fonctionnement,2910,A-1,A,94.100,MW
30015,124853,0100.01316,2910,A,NC,Combustion,2017-07-12,,,En fonctionnement,2910,A,NC,1.070,MW
30031,124929,0100.01316,1185,2,NC,,2017-07-12,,,En fonctionnement,4802,2,NC,7.620,kg
30034,124966,0058.02223,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2016-03-17,2016-03-17,2018-11-09,En fonctionnement,2515,1-a,A,972.000,kW
30035,124973,0100.01316,3670,1,A,Traitement de surfaces de matières avec plus de 150 kg/h de solvants organiques,2017-07-12,,,En fonctionnement,3670,,A,2.200,t/an
30037,124983,0058.00595,47xx,,NC,,,,2016-04-26,En fonctionnement,47xx,,NC,,
30039,124990,0058.00595,4120,2-b,D,Toxicité aiguë catégorie 2,2016-04-26,2016-04-26,2016-04-26,En fonctionnement,4120,2-b,D,3.850,t
30040,125000,0100.07996,2791,1,A,Déchets non dangereux (traitement),2015-11-18,,,En fonctionnement,2791,1,A,170.000,t/j
30041,125001,0100.04115,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2006-08-01,2006-08-01,,En fonctionnement,2260,2-b,D,270.000,kW
30046,125066,0061.03787,2330,1,A,"TEINTURES, APPRET, ENDUCTION,ETC DE TEXTILES",2019-12-24,2019-12-24,,En fonctionnement,2330,1,A,9.800,t/j
30048,125071,0545.00323,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-04-03,,2015-09-07,En fonctionnement,2111,1,A,49900.000,u éq.
30057,125160,0100.00560,2410,2,D,"Supérieure à 50 kW, mais inférieure ou égale à 250 kW",1814-11-23,1814-11-23,,En fonctionnement,2410,2,D,60.000,kW
30068,125201,0100.06131,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2013-08-05,2013-08-05,,En fonctionnement,2925,#,D,38.000,kW
30082,125282,0058.02304,2910,A,NC,Combustion,2008-04-07,1992-01-16,2008-04-07,En fonctionnement,2910,A,NC,0.300,
30092,125360,0100.07437,2716,1,E,déchets non dangereux non inertes (transit),1814-11-23,1814-11-23,,En fonctionnement,2716,1,A,0.000,m3
30094,125364,0100.00777,2663,2-a,E,Stockage de pneumatiques,2016-05-31,2016-05-31,,En fonctionnement,2663,2-a,A,193000.000,m3
30099,125378,0100.08698,1510,2-c,D,Entrepot déclaré,2018-02-26,2007-02-08,2018-02-26,En fonctionnement,1510,2,D,7500.000,m3
30106,125408,0053.06828,2980,1,A,Eoliennes de + de 50 m,2019-10-28,2009-05-14,2012-01-12,En fonctionnement,2980,1,A,12.000,MW
30110,125414,0058.01350,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,1996-07-30,,1996-07-30,En fonctionnement,1434,1-b,D,5.000,m3/h
30115,125427,0100.00777,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2016-05-31,2016-05-31,,En fonctionnement,1530,3,D,2000.000,m3
30123,125463,0058.00577,47xx,,NC,,,,2016-05-30,En fonctionnement,47xx,,NC,,
30126,125468,0058.00621,2560,1,E,Supérieure à 1 000 kW,2017-11-21,2007-03-07,,En fonctionnement,2560,#-1,E,1600.000,kW
30133,125483,0058.02700,1435,,NC,Stations service,2014-10-03,2014-10-03,,En fonctionnement,1435,#,NC,222.000,m3
30149,125531,0058.04546,2760,3,E,Installation de stockage de déchets inertes,2018-06-06,2015-10-05,2015-10-05,En fonctionnement,2760,3,E,0.000,
30166,125623,0053.01913,1978,20,D,Fabrication de produits pharmaceutiques,2019-10-28,,,En fonctionnement,1978,20,D,320.000,t/an
30186,125717,0545.00224,2101,1-c,D,"Bovins (élevage, vente, transit,  etc)",2015-09-07,,2015-09-07,En fonctionnement,2101,1-b,D,257.000,u
30191,125729,0039.00406,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,1991-11-19,1991-11-19,1991-11-19,En fonctionnement,2102,2-a,E,1200.000,u éq.
30196,125765,0058.00595,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2016-04-26,,2016-04-26,En fonctionnement,2925,#,D,57.700,kW
30204,125805,0058.00577,2940,2,NC,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2016-05-30,2015-06-03,2016-05-30,En fonctionnement,2940,2,NC,6.800,kg/j
30205,125809,0053.04622,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1989-03-20,1989-03-20,1989-03-20,En fonctionnement,405,B-1-b,unknown,20.000,L/j
30211,125842,0058.00577,2663,1-b,D,Stockage de pneumatiques alvéolaires ou expansés,2016-05-30,2015-06-03,2016-05-30,En fonctionnement,2663,1-c,D,300.000,m3
30215,125859,0058.00577,2662,2,D,Stockage de polymères D,2016-05-30,2015-06-03,2016-05-30,En fonctionnement,2662,3,D,130.000,m3
30218,125864,0058.00577,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2016-05-30,2015-06-03,2016-05-30,En fonctionnement,1530,3,D,3500.000,m3
30232,125933,0058.00766,2910,A-2,D,Combustion,2015-07-16,,,En fonctionnement,2910,A-2,D,7.000,MW
30275,126080,0576.00167,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-07-22,,,En fonctionnement,2102,2-a,E,1422.000,u éq.
30330,126432,0065.21666,2510,1,A,Carrières (exploitation de),2017-10-09,,,En fonctionnement,2510,1,A,60.000,
30338,126502,0065.17896,2220,1-a,E,Supérieure à 20 t/j ,2015-01-20,,,En fonctionnement,2220,1-a,E,25.000,t/j
30353,126568,0065.00966,47xx,,NC,,,1992-12-10,1992-12-10,En fonctionnement,47xx,,NC,,
30367,126633,0221.00043,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2013-05-14,,2013-05-14,En fonctionnement,2515,2,D,180.000,kW
30368,126634,0221.00043,2518,a,E,Installation de production de béton prêt à l'emploi,2013-05-14,,2013-05-14,En fonctionnement,2518,a,E,4.000,m3
30369,126636,0221.00043,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2013-05-14,,2013-05-14,En fonctionnement,2517,2,D,20000.000,m3
